num_skills,required_skill_count,skills_matching,years_of_experience,experience_gap,education_duration_years,degree_level,num_certifications,num_languages,num_companies,num_responsibilities,job_responsibility_count,education_match,age_requirement_met,matched_score
8,1,0,21,20,0,1,0,0,7,1,1,0,0,0.68333334
16,1,0,6,5,0,1,0,0,1,1,1,1,1,0.47333333
14,1,0,10,9,0,2,2,0,4,1,1,1,1,0.55
13,1,0,3,2,8,2,0,2,7,1,1,1,1,0.2
21,1,0,12,10,0,2,0,0,4,1,1,1,1,0.85
15,1,0,7,4,0,1,3,0,1,1,1,1,1,0.85
6,1,0,14,9,1,2,0,2,5,1,1,0,1,0.6
41,1,0,16,11,1929,0,0,0,3,1,1,1,1,0.85
26,1,0,11,10,0,0,0,0,6,1,1,0,1,0.78333336
10,1,0,7,5,0,0,0,0,1,1,1,1,0,0.68333334
9,0,0,6,6,0,1,0,0,1,1,1,1,1,0.65
7,0,0,6,6,0,1,0,0,1,1,1,1,1,0.76
10,1,0,8,4,2,0,0,0,1,1,1,1,0,0.6433333
60,1,0,15,12,0,0,0,0,3,1,1,0,0,0.81666666
14,1,0,6,2,2,0,0,0,2,1,1,1,0,0.6
10,1,0,5,1,0,1,0,0,2,1,1,1,0,0.85
11,1,0,7,6,0,1,0,0,1,1,1,1,1,0.41666666
10,1,0,12,12,0,1,0,0,6,1,1,1,1,0.55
10,1,0,6,1,0,1,0,0,1,1,1,1,1,0.45
13,1,0,7,6,0,0,0,0,1,1,1,0,1,0.61333334
27,1,0,15,11,0,1,0,0,2,1,1,1,0,0.85
15,0,0,11,10,11,0,0,0,5,1,1,1,0,0.68333334
12,1,0,6,1,0,1,1,0,1,1,1,1,1,0.35
26,1,0,0,0,0,1,0,0,1,1,1,1,0,0.55
58,0,0,12,11,2,2,0,0,4,1,1,1,0,0.55
8,1,0,6,3,0,1,0,0,1,1,1,1,1,0.6933333
8,1,0,7,2,0,1,0,0,1,1,1,1,1,0.49333334
13,0,0,7,4,3,1,1,0,1,1,1,1,0,0.85
13,1,0,7,7,0,1,0,0,2,1,1,1,0,0.71666664
16,1,0,7,5,0,1,0,0,1,1,1,0,0,0.68333334
14,1,0,7,2,0,1,1,0,1,1,1,1,0,0.68333334
8,1,0,21,16,0,1,0,0,7,1,1,1,1,0.81666666
8,0,0,7,2,0,1,0,0,1,1,1,0,0,0.85
58,1,0,12,8,2,2,0,0,4,1,1,1,0,0.79333335
36,1,0,15,15,0,0,0,0,5,1,1,0,1,0.79333335
12,1,0,7,2,2,1,0,0,1,1,1,1,1,0.78333336
61,1,0,7,7,0,1,0,0,6,1,1,1,1,0.8933333
8,1,0,7,3,0,1,0,0,1,1,1,1,0,0.62333333
28,1,0,8,-7,4,0,0,0,3,1,1,1,1,0.71666664
15,1,0,7,5,0,1,3,0,1,1,1,1,0,0.71666664
29,1,0,18,13,0,1,0,0,4,1,1,1,1,0.68333334
90,1,0,23,20,8,2,0,3,4,1,1,1,1,0.56666666
6,1,0,6,1,0,1,0,0,1,1,1,1,1,0.65
0,0,0,4,4,3,0,0,0,9,1,1,1,1,0.38333333
7,1,0,10,9,4,0,0,0,4,1,1,0,0,0.49333334
12,1,0,8,3,0,1,0,0,1,1,1,1,1,0.68333334
4,1,0,15,10,0,1,0,0,5,1,1,1,0,0.55
47,1,0,15,14,12,2,0,0,7,1,1,1,1,0.48333332
11,1,0,7,3,0,1,0,0,1,1,1,1,0,0.85
9,1,0,8,8,2,1,0,0,1,1,1,1,1,0.62
11,1,0,7,2,0,1,0,0,2,1,1,1,1,0.44333333
10,1,0,6,1,0,1,0,0,1,1,1,1,0,0.45
13,1,0,7,4,0,1,0,0,1,1,1,1,0,0.62666667
91,1,0,10,7,0,2,0,0,3,1,1,1,0,0.85
27,1,0,15,15,0,1,0,0,7,1,1,1,1,0.81666666
35,1,0,13,12,0,1,0,0,4,1,1,1,1,0.65
33,1,0,12,9,0,2,0,0,5,1,1,1,1,0.85
17,1,0,20,17,0,1,0,0,2,1,1,1,0,0.85
60,1,0,11,6,4,2,0,2,6,1,1,1,1,0.33
45,1,0,15,12,6,2,0,0,6,1,1,0,1,0.78333336
6,1,0,7,6,0,1,0,0,1,1,1,1,0,0.45
36,0,0,7,4,0,0,0,0,3,1,1,1,0,0.46666667
8,1,0,7,3,0,1,0,0,1,1,1,1,0,0.65
11,1,0,7,2,2,1,0,0,1,1,1,1,1,0.65
38,1,0,12,11,12,2,0,0,5,1,1,0,1,0.71666664
6,1,0,6,5,0,1,0,0,1,1,1,1,1,0.5833333
56,1,0,0,0,0,0,0,0,7,1,1,1,1,0.7266667
9,1,0,19,16,28,0,1,0,4,1,1,1,0,0.816666
9,0,0,19,16,28,0,1,0,4,1,1,0,0,0.5
36,1,0,13,8,0,1,0,2,5,1,1,1,0,0.71666664
16,1,0,8,7,11,2,0,0,3,1,1,1,1,0.45
6,1,0,6,5,2,2,1,0,1,1,1,1,0,0.6
8,1,0,7,2,0,1,0,0,1,1,1,1,1,0.33333334
38,1,0,23,19,0,0,0,0,7,1,1,0,0,0.77
38,1,0,12,11,12,2,0,0,5,1,1,1,0,0.85
10,1,0,14,14,1,1,0,0,1,1,1,1,1,0.68333334
14,1,0,26,22,3,0,0,0,3,1,1,0,0,0.79333335
26,1,0,0,-3,0,1,0,0,1,1,1,1,0,0.81666666
33,1,0,12,8,0,2,0,0,5,1,1,1,0,0.71666664
34,1,0,11,11,3,2,0,0,9,1,1,1,1,0.6933333
9,1,0,6,3,0,1,0,0,1,1,1,1,0,0.55333334
14,0,0,12,7,3,1,0,0,5,1,1,1,0,0.82666665
21,1,0,7,3,0,1,0,0,1,1,1,1,0,0.85
9,1,0,7,4,0,1,0,0,1,1,1,1,0,0.71666664
11,1,0,7,2,0,1,0,0,1,1,1,1,1,0.3
7,1,0,7,2,0,1,0,0,1,1,1,1,1,0.35
35,0,0,14,14,0,2,0,0,2,1,1,1,1,0.51666665
70,1,0,8,3,14,2,0,0,9,1,1,0,1,0.31666666
56,0,0,20,17,20,2,0,0,4,1,1,1,1,0.85
15,1,0,7,2,2,0,0,0,1,1,1,1,1,0.33333334
10,0,0,9,4,3,2,0,0,3,1,1,1,0,0.85
11,1,0,7,4,0,1,0,0,1,1,1,1,1,0.85
15,1,0,7,2,0,1,0,0,1,1,1,1,1,0.55
10,1,0,8,7,0,1,0,0,3,1,1,1,1,0.51666665
13,0,0,19,16,0,1,1,0,4,1,1,1,0,0.62
23,1,0,26,26,4,0,0,0,2,1,1,1,1,0.78333336
15,1,0,7,5,0,1,0,0,1,1,1,1,0,0.65
10,1,0,8,6,0,1,0,0,3,1,1,1,1,0.68333334
35,1,0,10,9,0,2,0,0,3,1,1,1,1,0.85
6,1,0,4,-11,2,0,0,0,2,1,1,1,1,0.65
10,1,0,7,7,0,0,0,0,1,1,1,1,0,0.75
13,1,0,6,5,2,2,0,0,2,1,1,0,0,0.51666665
9,1,0,6,1,0,1,0,0,1,1,1,1,1,0.68333334
4,0,0,14,14,0,1,0,0,4,1,1,1,1,0.47333333
26,1,0,25,25,10,0,0,0,3,1,1,0,0,0.78333336
34,1,0,9,9,0,0,2,0,0,1,1,1,0,0.68333334
144,1,0,25,24,0,0,0,0,6,1,1,0,0,0.71666664
14,1,0,26,25,3,0,0,0,3,1,1,0,1,0.77
12,1,0,7,4,0,1,0,0,1,1,1,1,1,0.85
18,1,0,14,9,23,0,0,0,3,1,1,0,1,0.65
10,1,0,7,4,0,0,0,0,1,1,1,1,1,0.79333335
56,1,0,0,-1,0,0,0,0,7,1,1,1,0,0.35
91,0,0,10,7,0,2,0,0,3,1,1,1,1,0.82666665
14,1,0,7,3,0,1,0,0,1,1,1,1,0,0.65
9,1,0,19,14,28,0,1,0,4,1,1,1,1,0.716666
25,1,0,7,5,0,1,0,0,2,1,1,0,0,0.61
38,1,0,32,27,0,0,0,0,4,1,1,0,1,0.65
10,1,0,6,-9,0,1,0,0,1,1,1,1,1,0.35
4,0,0,16,16,0,1,0,0,3,1,1,1,1,0.35
12,1,0,7,4,0,1,0,0,1,1,1,1,0,0.6
21,1,0,7,2,0,0,0,0,1,1,1,1,1,0.65
9,1,0,11,7,0,2,0,0,3,1,1,1,0,0.45
34,1,0,16,14,0,0,0,0,6,1,1,1,0,0.68333334
23,1,0,26,21,4,0,0,0,2,1,1,1,1,0.71666664
27,1,0,12,7,10,2,0,3,6,1,1,1,1,0.81666666
9,1,0,9,8,5,1,1,0,3,1,1,0,0,0.65
4,0,0,16,11,0,1,0,0,3,1,1,1,0,0.85
9,1,0,8,3,2,1,0,0,1,1,1,1,1,0.65
6,1,0,7,6,0,1,0,0,2,1,1,1,1,0.41666666
90,0,0,23,20,8,2,0,3,4,1,1,1,1,0.65
46,1,0,20,15,21,2,0,0,6,1,1,1,1,0.5
14,0,0,7,6,0,1,0,0,1,1,1,1,0,0.78333336
10,0,0,6,5,0,1,0,0,1,1,1,1,0,0.85
13,1,0,30,25,0,0,0,0,4,1,1,1,1,0.81666666
12,1,0,15,12,0,0,0,0,9,1,1,0,0,0.35
33,1,0,14,14,3,2,0,4,3,1,1,1,1,0.75
15,1,0,11,10,11,0,0,0,5,1,1,1,0,0.65
26,1,0,13,11,0,1,0,0,4,1,1,1,0,0.54333335
6,1,0,6,1,0,1,0,0,1,1,1,1,0,0.65
6,1,0,8,5,0,0,0,0,2,1,1,1,0,0.65
47,1,0,15,12,12,2,0,0,7,1,1,1,0,0.85
14,1,0,10,5,0,2,2,0,4,1,1,1,0,0.35
29,1,0,11,6,0,1,0,0,2,1,1,0,1,0.55
14,1,0,7,4,0,0,1,0,1,1,1,1,1,0.85
29,1,0,15,14,4,0,0,0,4,1,1,1,1,0.78333336
27,1,0,10,8,0,1,0,0,3,1,1,1,0,0.85
40,1,0,12,11,0,2,0,0,3,1,1,1,1,0.13333334
11,1,0,7,6,0,1,0,0,1,1,1,1,1,0.35
13,1,0,12,10,19,1,0,0,6,1,1,1,1,0.55
12,1,0,15,10,0,2,0,0,5,1,1,1,1,0.71666664
40,0,0,12,11,0,2,0,0,3,1,1,1,0,0.31666666
13,1,0,6,1,0,0,0,0,1,1,1,1,1,0.65
13,1,0,7,6,0,0,0,0,1,1,1,1,0,0.38333333
12,1,0,15,11,0,2,0,0,5,1,1,1,0,0.78333336
10,1,0,5,0,0,1,0,0,3,1,1,1,1,0.35
35,1,0,10,8,0,2,0,0,3,1,1,1,1,0.68333334
15,1,0,12,11,2,0,0,0,3,1,1,0,1,0.55
10,1,0,22,20,7,2,0,0,3,1,1,1,0,0.65
14,1,0,10,8,0,2,2,0,4,1,1,1,0,0.85
58,1,0,12,7,2,2,0,0,4,1,1,1,1,0.55
13,1,0,7,6,0,1,0,0,1,1,1,1,1,0.28333333
39,0,0,10,9,0,2,0,2,3,1,1,1,0,0.85
12,1,0,15,10,0,2,0,0,4,1,1,0,1,0.85
8,1,0,7,5,0,1,0,0,1,1,1,0,0,0.62666667
11,1,0,7,4,0,1,0,0,2,1,1,1,0,0.71666664
8,1,0,9,4,0,0,0,0,4,1,1,0,0,0.65
11,1,0,7,3,0,1,0,0,2,1,1,1,0,0.78333336
13,1,0,19,19,0,1,1,0,4,1,1,1,0,0.65
15,1,0,11,7,11,0,0,0,5,1,1,1,0,0.81666666
10,1,0,6,1,0,1,0,0,1,1,1,1,0,0.65
7,0,0,7,6,0,1,0,0,1,1,1,1,0,0.71666664
13,1,0,7,4,3,1,1,0,1,1,1,1,0,0.65
14,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.35
13,1,0,7,5,2,1,0,0,1,1,1,1,1,0.65
7,1,0,6,3,0,1,0,0,1,1,1,1,0,0.5
6,1,0,8,3,0,0,0,0,2,1,1,1,1,0.75
8,1,0,7,7,0,1,0,0,1,1,1,1,1,0.5833333
46,0,0,13,12,13,2,0,0,3,1,1,1,0,0.85
15,0,0,7,2,2,0,0,0,1,1,1,0,0,0.45
12,1,0,7,4,2,1,0,0,1,1,1,1,0,0.65
21,1,0,8,7,4,2,0,2,6,1,1,1,0,0.85
39,1,0,19,15,0,0,0,0,3,1,1,0,0,0.85
20,1,0,13,-2,2,2,0,3,4,1,1,1,1,0.82666665
47,1,0,14,11,0,0,0,0,4,1,1,0,0,0.5466667
10,1,0,6,5,0,1,0,0,1,1,1,1,0,0.35
7,1,0,8,7,2,1,0,0,1,1,1,1,0,0.61333334
11,1,0,8,6,0,1,0,0,1,1,1,1,1,0.78333336
9,1,0,6,5,0,0,0,0,1,1,1,0,1,0.62
7,1,0,6,3,2,0,1,0,1,1,1,0,0,0.81666666
16,1,0,7,4,0,1,0,0,1,1,1,1,0,0.71666664
12,1,0,14,11,13,2,0,0,5,1,1,1,0,0.78333336
12,0,0,7,6,0,1,0,0,1,1,1,1,0,0.68333334
51,1,0,19,14,0,1,0,0,2,1,1,1,1,0.65
38,0,0,32,31,0,0,0,0,4,1,1,1,0,0.45
46,1,0,20,16,21,2,0,0,6,1,1,1,0,0.5
10,1,0,6,1,0,1,0,0,1,1,1,1,1,0.55
8,1,0,7,3,0,1,0,0,1,1,1,1,0,0.75
6,1,0,14,9,1,2,0,2,5,1,1,1,1,0.35
59,1,0,17,12,0,0,1,0,4,1,1,1,1,0.85
28,1,0,12,11,0,0,0,0,4,1,1,0,0,0.65
36,1,0,31,27,20,2,0,0,3,1,1,1,0,0.81666666
12,1,0,6,5,0,1,0,0,1,1,1,1,1,0.41666666
21,0,0,7,7,0,1,0,0,1,1,1,1,1,0.85
42,1,0,18,16,0,0,0,0,6,1,1,1,1,0.5466667
58,1,0,12,9,0,1,0,0,4,1,1,1,1,0.7033333
20,1,0,6,6,0,1,0,0,1,1,1,1,1,0.65
10,1,0,8,5,2,0,0,0,1,1,1,1,0,0.65
14,1,0,7,3,0,1,0,0,1,1,1,1,0,0.71666664
9,1,0,7,4,0,1,0,0,1,1,1,1,0,0.58
21,1,0,7,6,0,0,0,0,1,1,1,1,0,0.62666667
35,0,0,10,10,0,2,0,0,3,1,1,1,1,0.85
38,1,0,23,18,0,0,0,0,7,1,1,0,1,0.81666666
12,1,0,14,13,13,2,0,0,5,1,1,1,1,0.75
8,0,0,7,4,0,1,0,0,1,1,1,1,0,0.78333336
7,0,0,10,10,4,0,0,0,4,1,1,0,1,0.85
5,1,0,7,6,0,1,0,0,2,1,1,1,1,0.81666666
13,0,0,19,19,0,1,1,0,4,1,1,1,1,0.65
17,0,0,12,9,0,2,0,0,2,1,1,1,0,0.85
11,1,0,7,2,2,1,0,0,1,1,1,1,1,0.45
14,1,0,7,7,0,0,1,0,1,1,1,1,1,0.71666664
29,1,0,12,8,0,0,0,2,4,1,1,0,0,0.75
9,0,0,6,3,0,1,0,0,1,1,1,1,1,0.65
46,1,0,20,15,21,2,0,0,6,1,1,0,1,0.31666666
6,1,0,7,7,0,0,0,0,1,1,1,1,1,0.55333334
15,1,0,7,4,2,0,0,0,1,1,1,0,0,0.41666666
11,1,0,7,6,0,1,0,0,1,1,1,1,1,0.45
41,1,0,16,15,1929,0,0,0,3,1,1,1,0,0.53
0,1,0,8,5,2,0,0,0,2,1,1,1,1,0.65
12,0,0,14,11,13,2,0,0,5,1,1,1,1,0.6
26,1,0,13,12,0,1,0,0,4,1,1,1,1,0.28333333
13,0,0,19,14,0,0,0,0,3,1,1,0,0,0.35
13,1,0,30,25,0,0,0,0,4,1,1,1,1,0.79333335
17,1,0,7,4,2,0,0,0,1,1,1,1,1,0.51666665
9,1,0,6,3,0,1,0,0,1,1,1,1,0,0.68333334
12,1,0,10,10,0,1,0,0,8,1,1,1,0,0.78333336
15,1,0,6,2,2,0,2,0,1,1,1,1,0,0.65
8,0,0,7,7,0,1,0,0,1,1,1,1,1,0.82666665
7,1,0,7,6,0,1,0,0,1,1,1,1,1,0.45
30,0,0,11,6,0,1,0,0,4,1,1,1,0,0.75
7,1,0,13,8,0,3,0,2,3,1,1,1,0,0.85
36,1,0,15,10,0,0,0,0,5,1,1,0,1,0.44666666
11,1,0,6,5,0,1,0,0,1,1,1,1,0,0.45
11,1,0,10,8,7,3,0,0,5,1,1,1,1,0.65
38,0,0,12,7,12,2,0,0,5,1,1,0,0,0.85
10,1,0,7,2,0,0,1,0,1,1,1,0,1,0.35
10,1,0,7,5,0,2,0,0,1,1,1,1,1,0.35
8,1,0,11,11,0,1,0,0,3,1,1,1,1,0.75
14,1,0,7,4,0,1,0,0,1,1,1,1,0,0.68333334
83,1,0,9,6,0,1,4,0,3,1,1,1,1,0.85
10,1,0,14,11,1,1,0,0,1,1,1,1,0,0.78
12,1,0,7,4,0,1,0,0,1,1,1,1,1,0.85
29,1,0,12,11,0,0,0,2,4,1,1,0,1,0.38333333
9,1,0,7,7,0,1,0,0,1,1,1,1,1,0.31666666
27,1,0,12,7,10,2,0,3,6,1,1,1,1,0.85
13,1,0,7,4,2,1,0,0,1,1,1,1,0,0.65
18,1,0,7,6,0,1,0,0,1,1,1,1,0,0.65
8,1,0,6,4,2,2,0,0,1,1,1,1,1,0.45
12,0,0,7,7,0,1,2,0,1,1,1,1,1,0.81666666
21,1,0,7,6,0,1,0,0,1,1,1,1,1,0.43333334
9,1,0,8,3,2,1,0,0,1,1,1,1,1,0.51666665
0,1,0,17,14,9,3,0,0,5,1,1,0,0,0.78333336
13,1,0,12,9,19,1,0,0,6,1,1,1,0,0.75
15,1,0,12,10,0,0,0,0,3,1,1,0,0,0.76
32,0,0,8,5,0,1,0,0,2,1,1,1,1,0.8833333
15,0,0,12,9,0,0,0,0,3,1,1,0,0,0.68333334
27,1,0,10,5,0,1,0,0,3,1,1,1,0,0.71666664
47,1,0,11,11,0,1,0,0,3,1,1,1,1,0.78333336
19,1,0,7,7,0,1,0,0,1,1,1,1,1,0.68333334
18,1,0,7,4,0,1,0,0,1,1,1,1,0,0.65
8,1,0,7,6,0,1,0,0,1,1,1,1,1,0.79333335
8,1,0,7,7,0,1,0,0,1,1,1,1,0,0.81666666
16,1,0,6,6,0,1,0,0,1,1,1,1,1,0.51666665
10,0,0,6,5,0,1,0,0,1,1,1,1,0,0.81666666
13,0,0,6,6,0,1,0,0,1,1,1,1,1,0.82666665
51,1,0,10,6,21,0,1,0,3,1,1,0,0,0.82666665
12,1,0,6,5,0,1,1,0,1,1,1,1,1,0.38
13,0,0,20,17,0,1,0,0,3,1,1,1,1,0.71666664
6,0,0,4,-1,2,0,0,0,2,1,1,1,0,0.85
15,1,0,7,3,0,1,3,0,1,1,1,1,0,0.71666664
144,1,0,25,23,0,0,0,0,6,1,1,0,0,0.85
13,0,0,19,16,0,0,0,0,3,1,1,1,1,0.65
11,0,0,6,6,0,1,0,0,1,1,1,1,1,0.85
52,0,0,16,11,0,1,0,2,3,1,1,1,0,0.76
9,1,0,6,5,0,1,0,0,1,1,1,1,1,0.35
20,1,0,15,14,11,2,0,0,4,1,1,1,1,0.5833333
10,0,0,6,3,0,1,0,0,3,1,1,1,1,0.85
11,1,0,7,6,0,1,0,0,3,1,1,1,1,0.45
28,1,0,8,6,4,0,0,0,3,1,1,1,0,0.78333336
13,1,0,7,4,0,1,0,0,1,1,1,1,0,0.71666664
10,1,0,7,7,0,0,0,0,1,1,1,1,1,0.56
21,1,0,7,2,0,1,0,0,1,1,1,1,0,0.76
10,1,0,7,2,0,0,0,0,1,1,1,1,1,0.68333334
13,1,0,3,3,8,2,0,2,7,1,1,1,1,0.51666665
40,1,0,11,10,0,1,0,0,4,1,1,1,1,0.6666667
29,1,0,12,11,0,0,0,2,4,1,1,0,0,0.6333333
61,1,0,7,-8,0,1,0,0,6,1,1,1,1,0.93666667
12,0,0,7,6,0,1,0,0,1,1,1,1,0,0.85
34,1,0,13,11,0,1,0,0,7,1,1,1,1,0.4
11,1,0,7,3,0,1,0,0,2,1,1,1,0,0.7033333
21,1,0,7,4,0,0,0,0,1,1,1,1,1,0.65
28,1,0,8,7,4,0,0,0,3,1,1,1,0,0.85
82,0,0,13,12,30,0,0,0,8,1,1,0,0,0.47333333
62,1,0,13,13,0,2,0,3,4,1,1,1,1,0.71666664
40,1,0,12,12,0,2,0,0,3,1,1,0,1,0.35
29,1,0,11,9,0,1,0,0,2,1,1,1,1,0.27333334
16,0,0,8,7,4,0,0,3,3,1,1,1,0,0.48333332
11,1,0,7,7,0,1,0,0,1,1,1,1,1,0.68333334
10,1,0,7,4,0,2,0,0,1,1,1,1,0,0.68333334
11,1,0,7,4,2,1,0,0,1,1,1,1,0,0.65
38,1,0,23,19,0,0,0,0,7,1,1,0,0,0.76
10,1,0,6,3,0,1,0,0,1,1,1,1,0,0.75
10,1,0,5,4,2,2,0,0,1,1,1,1,1,0.38333333
9,1,0,6,1,0,0,0,0,1,1,1,0,1,0.65
9,0,0,9,8,5,1,1,0,3,1,1,1,0,0.85
8,1,0,9,6,0,0,0,0,4,1,1,0,0,0.85
6,1,0,6,2,0,1,0,0,2,1,1,1,0,0.71666664
8,1,0,6,2,2,2,0,0,1,1,1,0,0,0.65
16,1,0,7,2,0,1,0,0,1,1,1,1,1,0.34
60,1,0,11,6,4,2,0,2,6,1,1,1,1,0.74333334
16,1,0,8,6,11,2,0,0,3,1,1,1,1,0.55
20,1,0,15,14,0,0,0,0,4,1,1,1,1,0.85
38,1,0,12,7,12,2,0,0,5,1,1,1,1,0.85
21,1,0,7,7,0,1,0,0,1,1,1,1,0,0.85
35,1,0,14,9,0,2,0,0,2,1,1,1,0,0.71666664
25,1,0,7,4,0,1,0,0,2,1,1,1,0,0.65
16,0,0,7,4,2,1,0,0,1,1,1,1,1,0.65
11,1,0,7,2,0,1,0,0,1,1,1,1,1,0.35
7,1,0,10,6,4,0,0,0,4,1,1,0,0,0.85
13,1,0,19,18,0,1,1,0,4,1,1,1,1,0.65
33,1,0,14,14,10,2,0,0,3,1,1,1,1,0.78333336
12,1,0,8,7,0,1,0,0,1,1,1,1,1,0.5833333
8,0,0,7,4,0,1,0,0,1,1,1,1,1,0.68333334
12,1,0,15,10,0,2,0,0,5,1,1,1,0,0.68333334
11,1,0,8,3,0,0,0,0,1,1,1,0,0,0.65
6,1,0,7,2,0,1,0,0,1,1,1,1,0,0.71666664
12,0,0,14,14,13,2,0,0,5,1,1,1,1,0.68333334
18,0,0,6,3,2,0,2,0,1,1,1,0,0,0.78333336
10,1,0,6,1,0,1,0,0,1,1,1,1,0,0.65
13,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.43333334
16,1,0,6,1,0,1,0,0,1,1,1,1,1,0.35
10,1,0,7,2,0,2,0,0,1,1,1,1,1,0.35
10,1,0,14,9,1,1,0,0,1,1,1,0,1,0.65
11,1,0,8,7,0,1,0,0,1,1,1,1,1,0.92
36,1,0,7,6,0,0,0,0,3,1,1,1,1,0.37333333
10,1,0,7,4,0,0,1,0,1,1,1,0,0,0.59
61,1,0,7,6,0,1,0,0,6,1,1,0,0,0.85
11,0,0,7,7,0,1,0,0,2,1,1,1,1,0.85
10,1,0,7,6,2,1,0,0,1,1,1,1,0,0.61
13,0,0,6,6,2,2,0,0,2,1,1,1,1,0.7266667
16,1,0,6,3,0,1,0,0,1,1,1,1,1,0.81666666
8,0,0,11,6,0,1,0,0,3,1,1,0,0,0.85
14,1,0,7,7,0,1,0,0,1,1,1,1,1,0.5833333
16,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.33333334
17,1,0,15,15,3,1,0,0,5,1,1,1,0,0.56
6,1,0,6,5,0,1,0,0,1,1,1,1,1,0.9066667
10,0,0,7,4,0,2,0,0,1,1,1,1,0,0.85
9,1,0,9,5,5,1,1,0,3,1,1,1,0,0.85
21,1,0,7,7,0,1,0,0,1,1,1,1,1,0.75
7,0,0,10,7,4,0,0,0,4,1,1,0,0,0.85
0,1,0,17,13,9,3,0,0,5,1,1,1,0,0.81666666
32,0,0,12,7,5,2,0,0,3,1,1,1,0,0.82666665
21,1,0,12,7,0,2,0,0,4,1,1,1,0,0.6933333
13,0,0,7,7,2,1,0,0,1,1,1,1,1,0.85
0,1,0,4,3,3,0,0,0,9,1,1,1,1,0.71666664
33,1,0,14,13,10,2,0,0,3,1,1,1,0,0.85
12,1,0,14,12,13,2,0,0,5,1,1,1,1,0.61
15,1,0,7,5,0,1,3,0,1,1,1,1,1,0.68333334
65,1,0,19,14,1,0,0,4,4,1,1,1,0,0.44333333
22,1,0,5,5,6,1,12,0,2,1,1,1,1,0.71666664
27,1,0,12,7,0,1,0,0,4,1,1,1,0,0.65
14,1,0,8,4,0,1,0,0,1,1,1,1,0,0.71666664
40,1,0,11,11,0,1,0,0,4,1,1,1,0,0.68333334
9,1,0,9,8,5,1,1,0,3,1,1,1,1,0.85
7,1,0,10,9,4,0,0,0,4,1,1,0,0,0.75
12,1,0,7,6,0,1,0,0,1,1,1,1,0,0.57
14,1,0,6,1,0,1,1,0,1,1,1,1,1,0.35
10,1,0,7,4,0,0,0,0,1,1,1,1,0,0.51666665
8,1,0,11,6,0,1,0,0,3,1,1,1,1,0.85
9,0,0,7,6,0,1,0,0,1,1,1,1,0,0.85
59,1,0,17,12,0,0,1,0,4,1,1,1,0,0.78333336
47,0,0,25,24,0,2,0,0,7,1,1,0,0,0.68333334
10,1,0,6,5,0,1,0,0,1,1,1,1,1,0.38333333
12,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.35
60,1,0,15,12,0,0,0,0,3,1,1,0,1,0.30666667
11,1,0,6,5,2,1,0,0,1,1,1,1,0,0.38333333
13,0,0,11,8,0,0,0,0,6,1,1,0,0,0.71666664
10,1,0,8,7,2,0,0,0,1,1,1,1,1,0.5466667
13,0,0,3,2,8,2,0,2,7,1,1,1,0,0.85
13,1,0,19,17,0,0,0,0,3,1,1,1,1,0.68333334
12,1,0,7,6,0,1,0,0,1,1,1,1,0,0.5233333
52,1,0,16,11,0,1,0,2,3,1,1,0,1,0.51666665
10,0,0,8,5,2,0,0,0,1,1,1,1,1,0.65
19,1,0,18,13,0,0,0,0,4,1,1,1,1,0.68333334
28,1,0,12,7,0,0,0,0,4,1,1,0,1,0.71666664
31,1,0,19,4,5,1,0,0,3,1,1,1,1,0.55
50,1,0,12,11,0,2,1,0,4,1,1,1,0,0.45
16,0,0,6,3,0,1,0,0,1,1,1,1,0,0.71666664
0,1,0,4,-1,3,0,0,0,9,1,1,1,1,0.51666665
6,1,0,14,9,1,2,0,2,5,1,1,1,1,0.78333336
12,1,0,7,6,0,1,0,0,1,1,1,1,0,0.35
27,1,0,10,7,0,1,0,0,3,1,1,1,0,0.85
3,1,0,6,6,0,1,1,0,2,1,1,1,0,0.65
10,1,0,22,22,7,2,0,0,3,1,1,1,0,0.78333336
17,1,0,7,-8,3,0,0,0,1,1,1,0,1,0.34666666
8,1,0,7,6,0,1,0,0,1,1,1,1,0,0.65
10,1,0,4,3,0,0,0,0,3,1,1,0,1,0.37666667
10,0,0,6,3,0,1,0,0,1,1,1,1,0,0.85
10,1,0,8,3,0,1,0,0,3,1,1,1,1,0.78333336
4,1,0,16,15,0,1,0,0,3,1,1,1,1,0.53333336
18,1,0,7,3,0,1,0,0,1,1,1,1,0,0.85
6,1,0,7,-8,0,0,0,0,1,1,1,1,1,0.31666666
47,0,0,11,6,0,1,0,0,3,1,1,0,0,0.85
8,1,0,0,-1,0,1,0,0,0,1,1,1,1,0.18333334
31,1,0,19,19,5,1,0,0,3,1,1,1,1,0.75
14,1,0,26,23,3,0,0,0,3,1,1,0,0,0.79333335
21,1,0,7,4,0,0,0,0,1,1,1,1,0,0.5966667
8,1,0,11,6,0,1,0,0,3,1,1,1,1,0.82666665
24,1,0,9,7,8,0,0,3,5,1,1,0,0,0.85
10,1,0,6,4,0,1,0,0,1,1,1,1,1,0.85
32,1,0,8,3,0,1,0,0,2,1,1,1,1,0.8933333
13,1,0,3,3,8,2,0,2,7,1,1,1,1,0.5833333
